rank,openreview_id,icml_id,title,authors,first_author,num_authors,decision,presentation_type,is_oral,is_spotlight,session,room,start_time,end_time,category,area_tags,domain_tags,abstract,icml_page_url,openreview_url,icml_pdf_url,arxiv_id,arxiv_abs_url,arxiv_pdf_url,semanticscholar_paper_id,semanticscholar_url,semanticscholar_citation_count,openalex_id,openalex_citation_count,citation_count,citation_source,match_rule
49,1uU7X9zzJB,66636,ACTIVE-o3 : Empowering MLLMs with Active Perception via Pure Reinforcement Learning,"Muzhi Zhu, Hao Zhong, Canyu Zhao, Zongze Du, Mingyu Liu, Zheng Huang, Anzhou Li, Hao Chen, Cheng Zou, Jingdong Chen, Ming Yang, Chunhua Shen",Muzhi Zhu,12,Accept (regular),Poster,false,false,Poster Session 2,HALL A,2026-07-07T14:00:00+09:00,2026-07-07T15:45:00+09:00,LLMs & Foundation Models,LLMs; Reinforcement Learning; Vision; Optimization; Systems; Agents; Evaluation; Multimodal Learning,Biology; Robotics; Social Science; Scientific Discovery,"Active vision, also known as active perception, refers to actively selecting where and how to look in order to gather task-relevant information. It is a critical component of efficient perception and decision-making in humans and advanced embodied agents. With the rise of Multimodal Large Language Models (MLLMs) as central planners in robotic systems, the lack of methods for equipping MLLMs with active perception has become a key gap. We first provide a systematic definition of MLLM-based active perception tasks and show that GPT-o3's zoom-in strategy can be viewed as a special case, though it suffers from low efficiency and inaccurate region selection. To address these issues, we propose Active-o3, a reinforcement learning framework built on GRPO that equips MLLMs with active perception capabilities. Leveraging a modular sensing-action design and a dual-form reward, Active-o3 autonomously learns efficient and stable region selection strategies without explicit supervision. We further establish a comprehensive benchmark covering both open-world tasks (small/dense-object grounding) and domain-specific scenarios (remote sensing, autonomous driving, interactive segmentation). Experimental results demonstrate that Active-o3 significantly enhances active perception capabilities compared to Qwen2.5-VL-CoT. Moreover, we show that our RL framework not only preserves the model’s general understanding ability but can also serve as a proxy task for leveraging perception data, further improving performance on benchmarks such as RealWorldQA. We hope that our work can provide a simple codebase and unified evaluation protocol to facilitate future research on active perception with MLLMs.",https://icml.cc/virtual/2026/poster/66636,https://openreview.net/forum?id=1uU7X9zzJB,,2505.21457,https://arxiv.org/abs/2505.21457,https://arxiv.org/pdf/2505.21457,aae1df4156ae2088e9abb5905902b1da7eb7b6bf,https://www.semanticscholar.org/paper/aae1df4156ae2088e9abb5905902b1da7eb7b6bf,37,,,37,semanticscholar,ss_title
50,gtmyFnvXAW,62407,Deep Forcing: Training-Free Long Video Generation with Deep Sink and Participative Compression,"Jung Yi, Wooseok Jang, Paul Cho, Jisu Nam, Heeji Yoon, Seungryong Kim",Jung Yi,6,Accept (regular),Poster,false,false,Poster Session 3,HALL A,2026-07-08T10:30:00+09:00,2026-07-08T12:15:00+09:00,Biology & Drug Discovery,LLMs; Vision; Systems; Generative Models,Biology,"Recent advances in autoregressive video diffusion have enabled real-time frame streaming, yet existing solutions still suffer from temporal repetition, drift, and motion deceleration. We find that naïvely applying StreamingLLM-style attention sinks to video diffusion leads to fidelity degradation and motion stagnation. To overcome this, we introduce Deep Forcing, which consists of two training-free mechanisms that address this without any fine-tuning. Specifically, 1) Deep Sink dedicates half of the sliding window to persistent sink tokens and re-aligns their temporal RoPE phase to the current timeline, stabilizing global context during long rollouts. 2) Participative Compression performs importance-aware KV cache pruning that preserves only tokens actively participating in recent attention while safely discarding redundant and degraded history, minimizing error accumulation under out-of-distribution length generation. Together, these components enable over 12 times extrapolation (e.g. 5s-trained -> 60s+ generation) with better imaging quality and aesthetic quality, almost maintaining overall consistency, and substantial gains in dynamic degree, all while maintaining real-time generation. Our results demonstrate that training-free KV-cache management can match or exceed training-based approaches for autoregressively streaming long-video generation.",https://icml.cc/virtual/2026/poster/62407,https://openreview.net/forum?id=gtmyFnvXAW,,2512.05081,https://arxiv.org/abs/2512.05081,https://arxiv.org/pdf/2512.05081,c46fdaac216ea6d377304bdaee6dcf8781930d51,https://www.semanticscholar.org/paper/c46fdaac216ea6d377304bdaee6dcf8781930d51,37,,,37,semanticscholar,ss_title
51,J5i09faOOf,64855,Entropy-Aware On-Policy Distillation of Language Models,"Woogyeol Jin, Taywon Min, Yongjin Yang, Swanand Kadhe, Yi Zhou, Dennis Wei, Nathalie Baracaldo, Kimin Lee",Woogyeol Jin,8,Accept (regular),Poster,false,false,Poster Session 5,HALL A,2026-07-08T17:00:00+09:00,2026-07-08T18:45:00+09:00,LLMs & Foundation Models,LLMs; Reinforcement Learning; Safety; Generative Models; Evaluation; Probabilistic Methods,Biology; Education; Social Science; Scientific Discovery,"On-policy distillation is a promising approach for transferring knowledge between language models, where a student learns from dense token-level signals along its own trajectories. This framework typically uses reverse KL divergence, encouraging the student to match the teacher's high-confidence predictions. However, we show that the mode-seeking property of reverse KL reduces generation diversity and yields unstable learning signals when the teacher distribution has high entropy. To address this, we introduce Entropy-Aware On-Policy Distillation. Our key idea is augmenting the standard reverse KL objective with forward KL when teacher entropy is high, capturing the full range of plausible outputs while retaining precise imitation elsewhere. It balances mode-seeking precision with mode-covering robustness without sacrificing on-policy training efficiency. Experiments show that our method maintains generation diversity (sustained token-level entropy) and improves student–teacher alignment (lower forward KL on high-entropy tokens). Across six math reasoning benchmarks, this yields Pass@8 accuracy gains of $+1.37$ for Qwen3-0.6B-Base, $+2.39$ for Qwen3-1.7B-Base, and $+5.05$ for Qwen3-4B-Base compared to baseline on-policy distillation methods. These results demonstrate that accounting for teacher uncertainty is essential for maintaining diversity and achieving effective knowledge transfer.",https://icml.cc/virtual/2026/poster/64855,https://openreview.net/forum?id=J5i09faOOf,,2603.07079,https://arxiv.org/abs/2603.07079,https://arxiv.org/pdf/2603.07079,89adc8d2a928027562d33b8026b620512d8b0661,https://www.semanticscholar.org/paper/89adc8d2a928027562d33b8026b620512d8b0661,37,,,37,semanticscholar,ss_title
52,iJDJCO4mji,62254,mmBERT: A Modern Multilingual Encoder with Annealed Language Learning,"Marc Marone, Orion Weller, William Fleshman, Eugene Yang, Dawn Lawrie, Benjamin Van Durme",Marc Marone,6,Accept (regular),Poster,false,false,Poster Session 6,HALL A,2026-07-09T10:30:00+09:00,2026-07-09T12:15:00+09:00,Other,LLMs; Optimization; Generative Models,Biology,"Encoder-only language models are frequently used for a variety of language tasks, including classification and retrieval. However, there has been a lack of recent research efforts for encoder models, especially with respect to multilingual models. We introduce mmBERT, an encoder-only language model pretrained on 3T tokens of multilingual text in over 1800 languages. To build mmBERT we introduce several novel elements to massively multilingual encoder training, including phased data curation and scheduled language inclusion. We add over 1700 low-resource languages to the data mix only during the decay phase, showing that it boosts performance dramatically and maximizes the gains from the relatively small amount of training data without excessive repetition. The model uses recent advances in architecture and training schemes to be faster and more multilingual than other models and we release weights, data, and code. We show that mmBERT significantly outperforms the previous generation, on various tasks, for both high and low-resource languages.",https://icml.cc/virtual/2026/poster/62254,https://openreview.net/forum?id=iJDJCO4mji,,2509.06888,https://arxiv.org/abs/2509.06888,https://arxiv.org/pdf/2509.06888,d48a3c65fce9a6e010821a29c575fc2ea683d160,https://www.semanticscholar.org/paper/d48a3c65fce9a6e010821a29c575fc2ea683d160,37,,,37,semanticscholar,ss_title
53,UqfxuIt6hN,63662,VisualPuzzles: Decoupling Multimodal Reasoning Evaluation from Domain Knowledge,"Yueqi Song, Tianyue Ou, Yibo Kong, Zecheng Li, Graham Neubig, Xiang Yue",Yueqi Song,6,Accept (regular),Poster,false,false,Poster Session 8,HALL A,2026-07-09T17:00:00+09:00,2026-07-09T18:45:00+09:00,LLMs & Foundation Models,LLMs; Vision; Evaluation; Multimodal Learning,Biology; Social Science; Scientific Discovery,"Current multimodal benchmarks often conflate reasoning with domain-specific knowledge, making it difficult to isolate and evaluate general reasoning abilities in non-expert settings. To address this, we introduce VisualPuzzles, a benchmark that targets visual reasoning while deliberately minimizing reliance on specialized knowledge. VisualPuzzles consists of diverse questions spanning five categories: algorithmic, analogical, deductive, inductive, and spatial reasoning. One major source of our questions is manually translated logical reasoning questions from the Chinese Civil Service Examination. Experiments show that VisualPuzzles requires significantly less intensive domain-specific knowledge and more complex reasoning compared to benchmarks like MMMU, enabling us to better evaluate genuine multimodal reasoning. Evaluations show that state-of-the-art multimodal large language models consistently lag behind human performance on VisualPuzzles, and that strong performance on knowledge-intensive benchmarks does not necessarily translate to success on reasoning-focused, knowledge-light tasks. Additionally, reasoning enhancements such as scaling up inference compute (with ""thinking"" modes) yield inconsistent gains across models and task types, and we observe no clear correlation between model size and performance. We also found that models exhibit different reasoning and answering patterns on VisualPuzzles compared to benchmarks with heavier emphasis on knowledge. VisualPuzzles offers a clearer lens through which to evaluate reasoning capabilities beyond factual recall and domain knowledge.",https://icml.cc/virtual/2026/poster/63662,https://openreview.net/forum?id=UqfxuIt6hN,,2504.10342,https://arxiv.org/abs/2504.10342,https://arxiv.org/pdf/2504.10342,3405e5b06c879c7292a121add9291c7d67b2d39e,https://www.semanticscholar.org/paper/3405e5b06c879c7292a121add9291c7d67b2d39e,37,,,37,semanticscholar,ss_title
54,If4X4W2HWx,64918,MemoryBench: A Benchmark for Memory and Continual Learning in LLM Systems,"Qingyao Ai, Yichen Tang, Changyue Wang, Jianming Long, Weihang Su, Yiqun LIU",Qingyao Ai,6,Accept (spotlight),Poster,false,true,Poster Session 7,HALL A,2026-07-09T14:30:00+09:00,2026-07-09T16:15:00+09:00,LLMs & Foundation Models,LLMs; Optimization; Theory; Systems; Evaluation,Biology; Social Science; Scientific Discovery,"Scaling up data, parameters, and test-time computation has been the mainstream methods to improve LLM systems (LLMsys), but their upper bounds are almost reached due to the gradual depletion of high-quality data and marginal gains obtained from larger computational resource consumption. Inspired by the abilities of human and traditional AI systems in learning from practice, constructing memory and continual learning frameworks for LLMsys has become an important and popular research direction in recent literature. Yet, existing benchmarks for LLM memory often focus on evaluating the system on homogeneous reading comprehension tasks with long-form inputs rather than testing their abilities to learn from accumulated user feedback in service time. Therefore, we propose a user feedback simulation framework and a comprehensive benchmark covering multiple domains, languages, and types of tasks to evaluate the continual learning abilities of LLMsys. Experiments show that the effectiveness and efficiency of state-of-the-art baselines are far from satisfying, and we hope this benchmark could pave the way for future studies on LLM memory and optimization algorithms.",https://icml.cc/virtual/2026/poster/64918,https://openreview.net/forum?id=If4X4W2HWx,,2510.17281,https://arxiv.org/abs/2510.17281,https://arxiv.org/pdf/2510.17281,25cc2d7a89ec6d2674aff9ea886b6e5cadaebcc4,https://www.semanticscholar.org/paper/25cc2d7a89ec6d2674aff9ea886b6e5cadaebcc4,36,,,36,semanticscholar,ss_title
55,tcPZvRXQhX,61106,DeepAnalyze: Agentic Large Language Models for Autonomous Data Science,"Shaolei Zhang, Ju Fan, Meihao Fan, Yizhe Liu, Yuxin Zhang, Xiaoyong Du",Shaolei Zhang,6,Accept (regular),Poster,false,false,Poster Session 2,HALL A,2026-07-07T14:00:00+09:00,2026-07-07T15:45:00+09:00,AI4Science,LLMs; Optimization; Generative Models; Agents; Evaluation,Social Science; Scientific Discovery,"Autonomous data science on the structured data has been a long-standing challenge, and is now becoming feasible with the emergence of powerful large language models (LLMs). Recent workflowbased data agents have shown promising results on specific data tasks but remain fundamentally limited in achieving full autonomy due to their reliance on predefined workflows. In this paper, we introduce DeepAnalyze, the first agentic LLM for autonomous data science, capable of automatically completing the end-to-end data science from structured data to analyst-grade research reports. To tackle high-complexity data science tasks, we propose a curriculum-based agentic training paradigm that emulates the learning trajectory of human data scientists, enabling LLMs to progressively acquire and integrate multiple capabilities in real-world environments. Accordingly, we contribute a data-grounded trajectory synthesis framework to constructs high-quality data science training data. Through training in real-world environment, DeepAnalyze learns to perform a broad spectrum of data tasks, ranging from data question answering to open-ended data research. Experiments on 13 benchmarks demonstrate that, with only 8B parameters, DeepAnalyze outperforms previous workflow-based agents built on most advanced proprietary LLMs.",https://icml.cc/virtual/2026/poster/61106,https://openreview.net/forum?id=tcPZvRXQhX,,2510.16872,https://arxiv.org/abs/2510.16872,https://arxiv.org/pdf/2510.16872,04c987757c27c9da9e9ccd4c114bbe1d142a46cf,https://www.semanticscholar.org/paper/04c987757c27c9da9e9ccd4c114bbe1d142a46cf,35,,,35,semanticscholar,ss_title
56,nLY2pOYBrJ,61737,Advantage Weighted Matching: Aligning RL with Pretraining in Diffusion Models,"Shuchen Xue, Chongjian GE, Shilong Zhang, Yichen Li, Zhi-Ming Ma",Shuchen Xue,5,Accept (regular),Poster,false,false,Poster Session 1,HALL A,2026-07-07T10:30:00+09:00,2026-07-07T12:15:00+09:00,Reinforcement Learning,LLMs; Reinforcement Learning; Optimization; Theory; Generative Models; Evaluation,Biology; Materials; Social Science,"Reinforcement Learning (RL) has emerged as a central paradigm for advancing Large Language Models (LLMs), where both pre-training and RL post-training stages are grounded in the same log-likelihood formulation. In contrast, recent RL approaches for diffusion models, most notably Denoising Diffusion Policy Optimization (DDPO), optimize an objective different from the pretraining objectives--score/flow matching loss. In this work, we establish a novel theoretical analysis: DDPO is an implicit form of score/flow matching with noisy targets, which increases variance and slows convergence. Building on this analysis, we introduce Advantage Weighted Matching (AWM), a policy-gradient method for diffusion. It uses the score/flow-matching loss and reweights each sample by its advantage. In effect, AWM raises the influence of high-reward samples and suppresses low-reward ones while keeping the modeling objective identical to pretraining. This unifies pretraining and RL conceptually and practically and reduces variance, yielding faster convergence. This simple yet effective design yields substantial benefits: on the GenEval, OCR, and PickScore benchmarks, AWM delivers up to a $34\times$ speedup over Flow-GRPO (which builds on DDPO), when applied to Stable Diffusion 3.5 Medium and FLUX, without compromising generation quality. Code is provided in the supplementary material.",https://icml.cc/virtual/2026/poster/61737,https://openreview.net/forum?id=nLY2pOYBrJ,,2509.25050,https://arxiv.org/abs/2509.25050,https://arxiv.org/pdf/2509.25050,72d702e7e290c5a3223c42342e54f1b3e5dbf526,https://www.semanticscholar.org/paper/72d702e7e290c5a3223c42342e54f1b3e5dbf526,34,,,34,semanticscholar,ss_title
57,3voRLZLkwU,66412,Beyond Scalar Rewards: Learning from Text Feedback in LLM Post-Training,"Yuda Song, Lili Chen, Fahim Tajwar, REMI MUNOS, Deepak Pathak, J. Bagnell, Aarti Singh, Andrea Zanette",Yuda Song,8,Accept (regular),Poster,false,false,Poster Session 6,HALL A,2026-07-09T10:30:00+09:00,2026-07-09T12:15:00+09:00,LLMs & Foundation Models,LLMs; Reinforcement Learning; Vision; Generative Models; Agents; Evaluation,Biology; Social Science,"The success of RL for LLM post-training stems from an unreasonably uninformative source: a single bit of information per rollout as binary reward or preference label. At the other extreme, distillation offers dense supervision but requires demonstrations, which are costly and difficult to scale. We study natural language feedback as an intermediate signal: richer than scalar rewards, yet cheaper than complete demonstrations. Textual feedback is a natural mode of human interaction and is already abundant in many real-world settings, where users, tools, and automated judges routinely critique LLM outputs. Towards leveraging text feedback at scale, we formalize a multi-turn RL setup where text feedback is available during training but not at inference. Therefore, models must learn to internalize the feedback in order to improve their test-time single-turn performance. To do this, we propose two methods: Self Distillation, which trains the single-turn policy to match its own feedback-conditioned second-turn generations; and Feedback Modeling, which predicts the feedback as an auxiliary objective. We provide theoretical analysis on both methods, and empirically evaluate on reasoning puzzles, competition math, and creative writing tasks. Our results show that both methods consistently outperform strong baselines across benchmarks, highlighting the potential of RL with an additional source of rich supervision at scale.",https://icml.cc/virtual/2026/poster/66412,https://openreview.net/forum?id=3voRLZLkwU,,2602.02482,https://arxiv.org/abs/2602.02482,https://arxiv.org/pdf/2602.02482,89e0ab207c62915b5d6d0ae058811bf97fabf171,https://www.semanticscholar.org/paper/89e0ab207c62915b5d6d0ae058811bf97fabf171,34,,,34,semanticscholar,ss_author
58,IM8ZHjhD0v,64959,Breaking the Exploration Bottleneck: Rubric-Scaffolded Reinforcement Learning for General LLM Reasoning,"Yang Zhou, Sunzhu Li, Shunyu Liu, Wenkai Fang, Kongcheng Zhang, Jiale Zhao, Jingwen Yang, Yihe Zhou, Jianwei Lv, Tongya Zheng, Hengtong Lu, Chen Wei, Xie Yan, Mingli Song",Yang Zhou,14,Accept (regular),Poster,false,false,Poster Session 7,HALL A,2026-07-09T14:30:00+09:00,2026-07-09T16:15:00+09:00,Biology & Drug Discovery,LLMs; Reinforcement Learning; Theory; Safety; Generative Models; Evaluation,Biology; Scientific Discovery,"Recent advances in Large Language Models (LLMs) have underscored the potential of Reinforcement Learning (RL) to facilitate the emergence of reasoning capabilities. Despite the encouraging results, a fundamental dilemma persists as RL improvement relies on learning from high-quality samples, yet the exploration for such samples remains bounded by the inherent limitations of LLMs. This, in effect, creates an undesirable cycle in which what cannot be explored cannot be learned. In this work, we propose Rubric-Scaffolded Reinforcement Learning (RuscaRL), a novel instructional scaffolding framework designed to break the exploration bottleneck for general LLM reasoning. Specifically, RuscaRL introduces checklist-style rubrics as (1) explicit scaffolding for exploration during rollout generation, where different rubrics are provided as external guidance within task instructions to steer diverse high-quality responses. This guidance is gradually decayed over time, encouraging the model to internalize the underlying reasoning patterns; (2) verifiable rewards for exploitation during model training, where we can obtain robust LLM-as-a-Judge scores using rubrics as references, enabling effective RL on general reasoning tasks. Extensive experiments demonstrate the superiority of the proposed RuscaRL across various benchmarks, effectively expanding reasoning boundaries under the Best-of-N evaluation.",https://icml.cc/virtual/2026/poster/64959,https://openreview.net/forum?id=IM8ZHjhD0v,,2508.16949,https://arxiv.org/abs/2508.16949,https://arxiv.org/pdf/2508.16949,d4fce730c7ceb40d92612f9abd7eb12a6d13a652,https://www.semanticscholar.org/paper/d4fce730c7ceb40d92612f9abd7eb12a6d13a652,34,,,34,semanticscholar,ss_title
59,v3diR6NstK,60955,Depth-Breadth Synergy in RLVR: Unlocking LLM Reasoning Gains with Adaptive Exploration,"Zhicheng Yang, Zhijiang Guo, Yinya Huang, Yongxin Wang, Dongchun Xie, Hanhui Li, Yiwei Wang, Xiaodan Liang, Jing Tang",Zhicheng Yang,9,Accept (regular),Poster,false,false,Poster Session 3,HALL A,2026-07-08T10:30:00+09:00,2026-07-08T12:15:00+09:00,LLMs & Foundation Models,LLMs; Reinforcement Learning; Optimization,General,"Reinforcement Learning with Verifiable Reward (RLVR) is a powerful method for enhancing the reasoning abilities of Large Language Models, but its full potential is limited by a lack of exploration in two key areas: \textbf{Depth} (the difficulty of problems) and \textbf{Breadth} (the number of training instances). Our analysis of the popular GRPO algorithm reveals a bias that down-weights difficult, low-accuracy problems, which are crucial for improving reasoning skills. To address this, we introduce Difficulty Adaptive Rollout Sampling (DARS), a method that re-weights difficult problems by using targeted, multi-stage rollouts. This approach increases the number of rollout outcomes for these harder problems according to our proposed re-balancing schedules and leads to consistent gains in \textit{Pass@K}. We also found that simply enlarging the rollout size isn't effective and can even harm performance. We also investigated the role of breadth by scaling the batch size and using full-batch updates. This significantly improved \textit{Pass@1} performance by maintaining high token-level entropy, which indicates continued exploration and reduced gradient noise. Finally, we present DARS-Breadth, a combined approach that uses DARS with a large breadth of training data. This method demonstrates simultaneous gains in both \textit{Pass@K} and \textit{Pass@1}, confirming that depth (adaptive exploration) and breadth (scaling the training data) are orthogonal and essential dimensions for unlocking the full reasoning power of RLVR.",https://icml.cc/virtual/2026/poster/60955,https://openreview.net/forum?id=v3diR6NstK,,2508.13755,https://arxiv.org/abs/2508.13755,https://arxiv.org/pdf/2508.13755,ee26c8ca8aee85141075782bcf4d5baa8c4f61a3,https://www.semanticscholar.org/paper/ee26c8ca8aee85141075782bcf4d5baa8c4f61a3,34,,,34,semanticscholar,ss_title
60,AjP1yvCyoG,65729,ExSkill: Continual Learning from Experience and Skills in Multimodal Agents,"Guanyu Jiang, Zhaochen Su, Xiaoye Qu, Yi Fung",Guanyu Jiang,4,Accept (regular),Poster,false,false,Poster Session 6,HALL A,2026-07-09T10:30:00+09:00,2026-07-09T12:15:00+09:00,Agents & Tools,LLMs; Vision; Optimization; Generative Models; Agents; Evaluation; Multimodal Learning,General,"Multimodal agents demonstrate impressive problem-solving capabilities but typically operate in isolated episodes without leveraging past experiences. Recent methods address this through dynamic retrieval of textual insights or predefined skill documents, yet face critical challenges: visual modalities are neglected during knowledge extraction, stored insights lack executable structure, and manually crafted skills fail to scale. We propose \textsc{ExSkill}, a framework combining task-level Skills (structured workflows and tool templates) with action-level Experiences (context-specific tactical insights) through automated accumulation from agent trajectories. Our approach employs visually-grounded summarization to extract knowledge integrating visual observations and textual reasoning, hierarchical consolidation to maintain quality and diversity, and context-aware adaptation to tailor knowledge to current visual contexts. Evaluated on five diverse benchmarks spanning visual tool use and multimodal search, \textsc{ExSkill} achieves average gains of 4.1-6.5 points over strong baselines across different backbone models, with superior zero-shot transferability and strategic improvements in tool selection and execution accuracy. These results demonstrate that our framework enables transferable continual learning for multimodal agents in real-world scenarios without parametric training, offering broad applicability for practical deployment.",https://icml.cc/virtual/2026/poster/65729,https://openreview.net/forum?id=AjP1yvCyoG,,2603.12056,https://arxiv.org/abs/2603.12056,https://arxiv.org/pdf/2603.12056,b94a18aa9d6117e602cf45485260ca16936a760b,https://www.semanticscholar.org/paper/b94a18aa9d6117e602cf45485260ca16936a760b,34,,,34,semanticscholar,ss_author
